Sales Person,Country,Product,Date,Amount,Boxes Shipped
Van Tuxwell,Canada,Manuka Honey Choco,4/25/2023,8617.00,46
Wilone O'Kielt,New Zealand,Almond Choco,4/26/2023,9198.00,144
Oby Sorrel,New Zealand,Baker's Choco Chips,4/27/2023,11823.00,47
Dennison Crosswaite,Australia,Organic Choco Syrup,4/28/2023,5775.00,41
Marney O'Breen,Australia,Spicy Special Slims,4/29/2023,13125.00,275
Beverie Moffet,Canada,Smooth Sliky Salty,4/30/2023,14287.00,370
Brien Boise,USA,Organic Choco Syrup,5/1/2023,16233.00,138
Roddy Speechley,New Zealand,Baker's Choco Chips,5/2/2023,5313.00,215
Van Tuxwell,UK,85% Dark Bars,5/3/2023,3577.00,134
Marney O'Breen,Canada,Spicy Special Slims,5/4/2023,3528.00,336
Rafaelita Blaksland,New Zealand,70% Dark Bites,5/5/2023,679.00,280
Beverie Moffet,USA,50% Dark Bites,5/6/2023,2450.00,352
Brien Boise,USA,Mint Chip Choco,5/7/2023,10577.00,150
Karlen McCaffrey,New Zealand,Eclairs,5/8/2023,2597.00,177
Barr Faughny,India,Drinking Coco,5/9/2023,2219.00,142
Marney O'Breen,UK,Orange Choco,5/10/2023,11319.00,12
Brien Boise,New Zealand,Baker's Choco Chips,5/11/2023,5978.00,24
Ches Bonnell,Canada,Spicy Special Slims,5/12/2023,5327.00,183
Brien Boise,USA,Orange Choco,5/13/2023,6020.00,147
Kaine Padly,India,Spicy Special Slims,5/14/2023,5614.00,137
Mallorie Waber,USA,50% Dark Bites,5/15/2023,1736.00,13
Mallorie Waber,UK,Mint Chip Choco,5/16/2023,6384.00,2
Beverie Moffet,India,Choco Coated Almonds,5/17/2023,3577.00,261
Madelene Upcott,UK,Smooth Sliky Salty,5/18/2023,14539.00,84
Gigi Bohling,India,Eclairs,5/19/2023,3493.00,68
Rafaelita Blaksland,Australia,Organic Choco Syrup,5/20/2023,994.00,105
Oby Sorrel,New Zealand,White Choc,5/21/2023,4361.00,40
Andria Kimpton,UK,Drinking Coco,5/22/2023,1554.00,65
Kelci Walkden,India,Milk Bars,5/23/2023,966.00,107
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,5/24/2023,5334.00,227
Andria Kimpton,New Zealand,Organic Choco Syrup,5/25/2023,4935.00,39
Barr Faughny,New Zealand,After Nines,5/26/2023,10024.00,84
Beverie Moffet,UK,Almond Choco,5/27/2023,2506.00,100
Oby Sorrel,Australia,Raspberry Choco,5/28/2023,1043.00,120
Dennison Crosswaite,USA,Raspberry Choco,5/29/2023,6524.00,257
Roddy Speechley,Canada,Orange Choco,5/30/2023,8148.00,85
Mallorie Waber,Canada,Orange Choco,5/31/2023,3577.00,178
Madelene Upcott,New Zealand,Caramel Stuffed Bars,6/1/2023,3374.00,151
Mallorie Waber,India,Drinking Coco,6/2/2023,3948.00,142
Ches Bonnell,UK,White Choc,6/3/2023,3269.00,226
Ches Bonnell,USA,White Choc,6/4/2023,5271.00,341
Dennison Crosswaite,New Zealand,Orange Choco,6/5/2023,4571.00,140
Dotty Strutley,India,White Choc,6/6/2023,12327.00,330
Gigi Bohling,India,Manuka Honey Choco,6/7/2023,4935.00,73
Van Tuxwell,India,Spicy Special Slims,6/8/2023,6167.00,4
Jan Morforth,New Zealand,Mint Chip Choco,6/9/2023,18340.00,285
Dotty Strutley,New Zealand,White Choc,6/10/2023,7014.00,60
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,6/11/2023,7119.00,101
Kaine Padly,USA,Milk Bars,6/12/2023,15491.00,58
Brien Boise,India,After Nines,6/13/2023,5747.00,45
Oby Sorrel,New Zealand,Raspberry Choco,6/14/2023,4550.00,281
Dennison Crosswaite,USA,Drinking Coco,6/15/2023,2191.00,138
Oby Sorrel,India,Eclairs,6/16/2023,5663.00,322
Ches Bonnell,New Zealand,Organic Choco Syrup,6/17/2023,7623.00,85
Gigi Bohling,UK,Baker's Choco Chips,6/18/2023,9023.00,409
Jan Morforth,Australia,50% Dark Bites,6/19/2023,3402.00,182
Beverie Moffet,Australia,Smooth Sliky Salty,6/20/2023,10507.00,467
Ches Bonnell,USA,Organic Choco Syrup,6/21/2023,7721.00,14
Brien Boise,Canada,Mint Chip Choco,6/22/2023,5033.00,178
Kaine Padly,UK,Orange Choco,6/23/2023,1960.00,191
Karlen McCaffrey,Australia,70% Dark Bites,6/24/2023,238.00,317
Gunar Cockshoot,Canada,Mint Chip Choco,6/25/2023,7756.00,410
Roddy Speechley,USA,Peanut Butter Cubes,6/26/2023,1736.00,137
Curtice Advani,Canada,Smooth Sliky Salty,6/27/2023,2660.00,12
Oby Sorrel,Australia,Milk Bars,6/28/2023,7672.00,254
Camilla Castle,New Zealand,Spicy Special Slims,6/29/2023,11564.00,24
Gigi Bohling,UK,Milk Bars,6/30/2023,1365.00,232
Andria Kimpton,Australia,85% Dark Bars,7/1/2023,4186.00,233
Camilla Castle,Australia,Smooth Sliky Salty,7/2/2023,7406.00,118
Roddy Speechley,India,Caramel Stuffed Bars,7/3/2023,8911.00,543
Karlen McCaffrey,USA,Drinking Coco,7/4/2023,112.00,223
Andria Kimpton,Canada,Organic Choco Syrup,7/5/2023,8204.00,204
Jehu Rudeforth,Australia,Drinking Coco,7/6/2023,2611.00,65
Karlen McCaffrey,USA,Mint Chip Choco,7/7/2023,15652.00,53
Curtice Advani,New Zealand,Spicy Special Slims,7/8/2023,4074.00,469
Madelene Upcott,USA,White Choc,7/9/2023,12250.00,213
Andria Kimpton,USA,Spicy Special Slims,7/10/2023,2366.00,5
Barr Faughny,New Zealand,Fruit & Nut Bars,7/11/2023,1687.00,147
Oby Sorrel,Canada,Organic Choco Syrup,7/12/2023,1232.00,74
Madelene Upcott,UK,Organic Choco Syrup,7/13/2023,6965.00,163
Dotty Strutley,USA,Mint Chip Choco,7/14/2023,5292.00,248
Kelci Walkden,USA,Orange Choco,7/15/2023,1379.00,138
Gigi Bohling,Australia,Caramel Stuffed Bars,7/16/2023,8001.00,151
Mallorie Waber,India,50% Dark Bites,7/17/2023,588.00,139
Van Tuxwell,New Zealand,Mint Chip Choco,7/18/2023,4046.00,103
Van Tuxwell,India,50% Dark Bites,7/19/2023,5103.00,129
Van Tuxwell,USA,Manuka Honey Choco,7/20/2023,2317.00,102
Wilone O'Kielt,USA,Orange Choco,7/21/2023,7042.00,37
Barr Faughny,New Zealand,Eclairs,7/22/2023,6713.00,31
Gigi Bohling,USA,After Nines,7/23/2023,1848.00,227
Barr Faughny,New Zealand,Mint Chip Choco,7/24/2023,6440.00,145
Dennison Crosswaite,Canada,85% Dark Bars,7/25/2023,10885.00,90
Beverie Moffet,New Zealand,Smooth Sliky Salty,7/26/2023,2387.00,59
Husein Augar,USA,White Choc,7/27/2023,2030.00,60
Andria Kimpton,Australia,Peanut Butter Cubes,7/28/2023,6678.00,148
Dennison Crosswaite,India,85% Dark Bars,7/29/2023,4515.00,22
Curtice Advani,UK,50% Dark Bites,7/30/2023,3374.00,142
Gunar Cockshoot,USA,Fruit & Nut Bars,7/31/2023,5852.00,93
Oby Sorrel,Canada,Raspberry Choco,8/1/2023,1750.00,208
Gigi Bohling,UK,Drinking Coco,8/2/2023,5782.00,42
Kelci Walkden,India,Mint Chip Choco,8/3/2023,2870.00,120
Karlen McCaffrey,Canada,Peanut Butter Cubes,8/4/2023,3094.00,159
Barr Faughny,UK,Mint Chip Choco,8/5/2023,3724.00,316
Barr Faughny,USA,85% Dark Bars,8/6/2023,12761.00,47
Husein Augar,Canada,Eclairs,8/7/2023,3696.00,233
Jan Morforth,Australia,70% Dark Bites,8/8/2023,5222.00,384
Marney O'Breen,New Zealand,Fruit & Nut Bars,8/9/2023,8939.00,4
Ches Bonnell,UK,Peanut Butter Cubes,8/10/2023,2156.00,260
Kaine Padly,USA,Organic Choco Syrup,8/11/2023,2380.00,22
Camilla Castle,USA,Raspberry Choco,8/12/2023,3339.00,18
Brien Boise,New Zealand,Manuka Honey Choco,8/13/2023,14980.00,42
Jehu Rudeforth,New Zealand,After Nines,8/14/2023,1512.00,73
Jehu Rudeforth,USA,Smooth Sliky Salty,8/15/2023,6657.00,154
Madelene Upcott,India,Mint Chip Choco,8/16/2023,3836.00,71
Jehu Rudeforth,India,Eclairs,8/17/2023,8771.00,127
Karlen McCaffrey,Canada,Raspberry Choco,8/18/2023,651.00,224
Kaine Padly,Australia,70% Dark Bites,8/19/2023,6706.00,223
Roddy Speechley,UK,70% Dark Bites,8/20/2023,1421.00,284
Rafaelita Blaksland,USA,Drinking Coco,8/21/2023,8526.00,73
Mallorie Waber,Canada,Manuka Honey Choco,8/22/2023,1435.00,112
Kaine Padly,Australia,Fruit & Nut Bars,8/23/2023,7434.00,85
Oby Sorrel,New Zealand,Organic Choco Syrup,8/24/2023,15316.00,270
Madelene Upcott,UK,99% Dark & Pure,8/25/2023,10479.00,45
Madelene Upcott,Australia,Mint Chip Choco,8/26/2023,2751.00,153
Curtice Advani,Canada,99% Dark & Pure,8/27/2023,12586.00,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,8/28/2023,2786.00,51
Karlen McCaffrey,Australia,After Nines,8/29/2023,2303.00,67
Marney O'Breen,UK,99% Dark & Pure,8/30/2023,8113.00,194
Gunar Cockshoot,Australia,50% Dark Bites,8/31/2023,12271.00,116
Marney O'Breen,Australia,Choco Coated Almonds,9/1/2023,11298.00,41
Kelci Walkden,New Zealand,Drinking Coco,9/2/2023,15855.00,111
Beverie Moffet,USA,85% Dark Bars,9/3/2023,12404.00,334
Roddy Speechley,USA,Eclairs,9/4/2023,3990.00,155
Dennison Crosswaite,UK,Milk Bars,9/5/2023,10808.00,407
Wilone O'Kielt,UK,Organic Choco Syrup,9/6/2023,4858.00,52
Madelene Upcott,USA,Orange Choco,9/7/2023,7742.00,138
Gunar Cockshoot,India,Smooth Sliky Salty,9/8/2023,3752.00,70
Marney O'Breen,New Zealand,85% Dark Bars,9/9/2023,1218.00,149
Marney O'Breen,UK,Manuka Honey Choco,9/10/2023,10983.00,179
Brien Boise,USA,99% Dark & Pure,9/11/2023,6769.00,353
Beverie Moffet,New Zealand,Mint Chip Choco,9/12/2023,4361.00,97
Dennison Crosswaite,USA,Milk Bars,9/13/2023,777.00,60
Gunar Cockshoot,USA,Drinking Coco,9/14/2023,3843.00,5
Brien Boise,Canada,Manuka Honey Choco,9/15/2023,6930.00,182
Van Tuxwell,India,Choco Coated Almonds,9/16/2023,5733.00,114
Andria Kimpton,USA,Caramel Stuffed Bars,9/17/2023,8393.00,46
Dotty Strutley,USA,99% Dark & Pure,9/18/2023,3822.00,320
Camilla Castle,Australia,Raspberry Choco,9/19/2023,6342.00,178
Gunar Cockshoot,India,Spicy Special Slims,9/20/2023,6510.00,170
Karlen McCaffrey,USA,Manuka Honey Choco,9/21/2023,10171.00,67
Camilla Castle,USA,50% Dark Bites,9/22/2023,5908.00,301
Madelene Upcott,UK,Choco Coated Almonds,9/23/2023,10164.00,134
Jan Morforth,Canada,Mint Chip Choco,9/24/2023,1064.00,211
Camilla Castle,Canada,70% Dark Bites,9/25/2023,9716.00,151
Ches Bonnell,India,Peanut Butter Cubes,9/26/2023,22050.00,208
Jan Morforth,India,Choco Coated Almonds,9/27/2023,2541.00,134
Gigi Bohling,Canada,Almond Choco,9/28/2023,9989.00,49
Rafaelita Blaksland,India,After Nines,9/29/2023,4739.00,204
Kelci Walkden,Australia,99% Dark & Pure,9/30/2023,3185.00,34
Dotty Strutley,Australia,Spicy Special Slims,10/1/2023,8225.00,91
Brien Boise,USA,Milk Bars,10/2/2023,14301.00,130
Mallorie Waber,New Zealand,Mint Chip Choco,10/3/2023,1316.00,107
Beverie Moffet,UK,99% Dark & Pure,10/4/2023,3486.00,121
Beverie Moffet,USA,Peanut Butter Cubes,10/5/2023,13930.00,339
Brien Boise,New Zealand,White Choc,10/6/2023,5509.00,321
Marney O'Breen,USA,Baker's Choco Chips,10/7/2023,8470.00,9
Kelci Walkden,USA,Spicy Special Slims,10/8/2023,77.00,69
Mallorie Waber,Canada,White Choc,10/9/2023,3381.00,72
Kaine Padly,Australia,Almond Choco,10/10/2023,4102.00,392
Oby Sorrel,USA,Smooth Sliky Salty,10/11/2023,3577.00,158
Dennison Crosswaite,India,Smooth Sliky Salty,10/12/2023,2975.00,9
Camilla Castle,New Zealand,Caramel Stuffed Bars,10/13/2023,4137.00,347
Jan Morforth,Canada,Caramel Stuffed Bars,10/14/2023,9541.00,114
Oby Sorrel,USA,Baker's Choco Chips,10/15/2023,8001.00,120
Madelene Upcott,New Zealand,Peanut Butter Cubes,10/16/2023,5152.00,333
Kelci Walkden,Australia,Orange Choco,10/17/2023,11116.00,432
Marney O'Breen,Australia,Manuka Honey Choco,10/18/2023,13076.00,236
Kaine Padly,Canada,Manuka Honey Choco,10/19/2023,10213.00,135
Jehu Rudeforth,UK,Baker's Choco Chips,10/20/2023,2485.00,97
Kelci Walkden,Australia,White Choc,10/21/2023,8715.00,168
Curtice Advani,India,85% Dark Bars,10/22/2023,273.00,402
Kaine Padly,USA,Eclairs,10/23/2023,7623.00,10
Gunar Cockshoot,UK,99% Dark & Pure,10/24/2023,7.00,84
Beverie Moffet,UK,Choco Coated Almonds,10/25/2023,3010.00,69
Dotty Strutley,Canada,Manuka Honey Choco,10/26/2023,11550.00,111
Kaine Padly,Australia,Milk Bars,10/27/2023,4046.00,89
Jan Morforth,Canada,Fruit & Nut Bars,10/28/2023,8904.00,199
Jan Morforth,India,Smooth Sliky Salty,10/29/2023,11298.00,89
Rafaelita Blaksland,Australia,Manuka Honey Choco,10/30/2023,4396.00,131
Jehu Rudeforth,UK,Milk Bars,10/31/2023,12068.00,227
Husein Augar,Canada,After Nines,11/1/2023,9772.00,301
Roddy Speechley,USA,50% Dark Bites,11/2/2023,10458.00,316
Van Tuxwell,India,Almond Choco,11/3/2023,6426.00,390
Kelci Walkden,USA,50% Dark Bites,11/4/2023,6188.00,223
Madelene Upcott,Canada,85% Dark Bars,11/5/2023,7504.00,101
Dennison Crosswaite,Canada,Smooth Sliky Salty,11/6/2023,1750.00,479
Mallorie Waber,Australia,Spicy Special Slims,11/7/2023,5439.00,287
Ches Bonnell,Canada,Choco Coated Almonds,11/8/2023,15547.00,269
Gigi Bohling,Canada,Spicy Special Slims,11/9/2023,11956.00,277
Roddy Speechley,New Zealand,Almond Choco,11/10/2023,2723.00,67
Curtice Advani,India,Smooth Sliky Salty,11/11/2023,19327.00,135
Ches Bonnell,New Zealand,Mint Chip Choco,11/12/2023,9058.00,229
Van Tuxwell,New Zealand,Fruit & Nut Bars,11/13/2023,2996.00,88
Andria Kimpton,New Zealand,Mint Chip Choco,11/14/2023,8848.00,211
Andria Kimpton,UK,Milk Bars,11/15/2023,14336.00,293
Camilla Castle,USA,Manuka Honey Choco,11/16/2023,16401.00,179
Gunar Cockshoot,New Zealand,Almond Choco,11/17/2023,5173.00,129
Brien Boise,India,Raspberry Choco,11/18/2023,6328.00,164
Jehu Rudeforth,USA,99% Dark & Pure,11/19/2023,2534.00,219
Beverie Moffet,Australia,Fruit & Nut Bars,11/20/2023,1435.00,258
Gigi Bohling,Canada,Milk Bars,11/21/2023,3052.00,116
Dotty Strutley,India,Spicy Special Slims,11/22/2023,910.00,204
Gunar Cockshoot,USA,Organic Choco Syrup,11/23/2023,2331.00,321
Kelci Walkden,Australia,Raspberry Choco,11/24/2023,679.00,56
Jehu Rudeforth,India,Baker's Choco Chips,11/25/2023,2086.00,74
Karlen McCaffrey,New Zealand,Baker's Choco Chips,11/26/2023,5012.00,189
Wilone O'Kielt,USA,50% Dark Bites,11/27/2023,4501.00,131
Andria Kimpton,India,50% Dark Bites,11/28/2023,13482.00,15
Madelene Upcott,USA,Baker's Choco Chips,11/29/2023,5621.00,140
Jehu Rudeforth,Australia,99% Dark & Pure,11/30/2023,10486.00,198
Jan Morforth,Australia,Mint Chip Choco,12/1/2023,17626.00,103
Oby Sorrel,New Zealand,Milk Bars,12/2/2023,4494.00,187
Brien Boise,UK,Almond Choco,12/3/2023,105.00,125
Kelci Walkden,India,Smooth Sliky Salty,12/4/2023,2464.00,8
Rafaelita Blaksland,UK,Eclairs,12/5/2023,1379.00,70
Gigi Bohling,USA,Smooth Sliky Salty,12/6/2023,2583.00,126
Curtice Advani,New Zealand,Mint Chip Choco,12/7/2023,3220.00,265
Curtice Advani,USA,Mint Chip Choco,12/8/2023,4802.00,296
Madelene Upcott,New Zealand,Fruit & Nut Bars,12/9/2023,5677.00,21
Karlen McCaffrey,India,85% Dark Bars,12/10/2023,945.00,83
Ches Bonnell,Australia,Caramel Stuffed Bars,12/11/2023,8757.00,162
Kelci Walkden,USA,Fruit & Nut Bars,12/12/2023,4816.00,145
Kelci Walkden,Canada,Peanut Butter Cubes,12/13/2023,7532.00,44
Gigi Bohling,Canada,Drinking Coco,12/14/2023,3549.00,82
Husein Augar,India,Fruit & Nut Bars,12/15/2023,4340.00,226
Jan Morforth,New Zealand,Organic Choco Syrup,12/16/2023,1799.00,207
Gigi Bohling,New Zealand,Raspberry Choco,12/17/2023,1127.00,176
Dennison Crosswaite,Australia,Milk Bars,12/18/2023,10038.00,286
Ches Bonnell,UK,Caramel Stuffed Bars,12/19/2023,2926.00,300
Van Tuxwell,USA,Fruit & Nut Bars,12/20/2023,6279.00,235
Andria Kimpton,Canada,Eclairs,12/21/2023,308.00,125
Madelene Upcott,India,Choco Coated Almonds,12/22/2023,3500.00,145
Kelci Walkden,New Zealand,Spicy Special Slims,12/23/2023,658.00,65
Roddy Speechley,Australia,Drinking Coco,12/24/2023,12565.00,102
Wilone O'Kielt,USA,Milk Bars,12/25/2023,5012.00,93
Andria Kimpton,India,Organic Choco Syrup,12/26/2023,3955.00,134
Madelene Upcott,UK,Fruit & Nut Bars,12/27/2023,8512.00,189
Curtice Advani,Australia,50% Dark Bites,12/28/2023,504.00,232
Brien Boise,Canada,Raspberry Choco,12/29/2023,2800.00,45
Gunar Cockshoot,India,Mint Chip Choco,12/30/2023,4256.00,67
Dennison Crosswaite,India,Mint Chip Choco,12/31/2023,13573.00,138
Barr Faughny,India,Caramel Stuffed Bars,1/1/2024,6566.00,99
Brien Boise,India,Milk Bars,1/2/2024,13503.00,251
Beverie Moffet,UK,Spicy Special Slims,1/3/2024,8680.00,252
Barr Faughny,USA,Almond Choco,1/4/2024,385.00,78
Van Tuxwell,Canada,Raspberry Choco,1/5/2024,1267.00,130
Wilone O'Kielt,Australia,Baker's Choco Chips,1/6/2024,2961.00,154
Brien Boise,Australia,Milk Bars,1/7/2024,1981.00,52
Husein Augar,Australia,Fruit & Nut Bars,1/8/2024,7959.00,53
Madelene Upcott,Australia,Organic Choco Syrup,1/9/2024,10794.00,50
Van Tuxwell,India,White Choc,1/10/2024,1897.00,44
Gunar Cockshoot,Canada,After Nines,1/11/2024,2744.00,200
Jan Morforth,USA,Fruit & Nut Bars,1/12/2024,4382.00,361
Jan Morforth,Canada,After Nines,1/13/2024,4515.00,172
Barr Faughny,New Zealand,Manuka Honey Choco,1/14/2024,5474.00,239
Karlen McCaffrey,New Zealand,85% Dark Bars,1/15/2024,6069.00,55
Oby Sorrel,Australia,85% Dark Bars,1/16/2024,6944.00,27
Curtice Advani,Canada,Choco Coated Almonds,1/17/2024,5859.00,7
Kaine Padly,India,70% Dark Bites,1/18/2024,12173.00,301
Beverie Moffet,USA,White Choc,1/19/2024,5292.00,134
Ches Bonnell,New Zealand,After Nines,1/20/2024,5705.00,350
Husein Augar,India,Spicy Special Slims,1/21/2024,2492.00,33
Gunar Cockshoot,Canada,50% Dark Bites,1/22/2024,3024.00,23
Curtice Advani,India,Milk Bars,1/23/2024,3437.00,201
Beverie Moffet,India,Milk Bars,1/24/2024,1869.00,323
Husein Augar,Australia,White Choc,1/25/2024,3171.00,220
Andria Kimpton,Canada,Manuka Honey Choco,1/26/2024,4858.00,488
Jan Morforth,New Zealand,Orange Choco,1/27/2024,1225.00,84
Andria Kimpton,Canada,Smooth Sliky Salty,1/28/2024,1155.00,79
Gunar Cockshoot,UK,Raspberry Choco,1/29/2024,6811.00,344
Husein Augar,New Zealand,After Nines,1/30/2024,6433.00,7
Andria Kimpton,New Zealand,Orange Choco,1/31/2024,8169.00,88
Dennison Crosswaite,UK,Baker's Choco Chips,2/1/2024,2275.00,275
Jehu Rudeforth,Canada,Orange Choco,2/2/2024,3857.00,512
Jehu Rudeforth,UK,Smooth Sliky Salty,2/3/2024,1463.00,113
Andria Kimpton,UK,Caramel Stuffed Bars,2/4/2024,7924.00,275
Jan Morforth,UK,White Choc,2/5/2024,8799.00,47
Dotty Strutley,USA,Fruit & Nut Bars,2/6/2024,2898.00,276
Kelci Walkden,UK,Choco Coated Almonds,2/7/2024,9506.00,212
Gunar Cockshoot,New Zealand,After Nines,2/8/2024,7175.00,145
Kaine Padly,Canada,85% Dark Bars,2/9/2024,1729.00,31
Jan Morforth,New Zealand,Manuka Honey Choco,2/10/2024,1589.00,271
Gunar Cockshoot,New Zealand,Raspberry Choco,2/11/2024,630.00,52
Van Tuxwell,Australia,99% Dark & Pure,2/12/2024,112.00,128
Curtice Advani,USA,Drinking Coco,2/13/2024,5187.00,142
Brien Boise,Australia,Spicy Special Slims,2/14/2024,6223.00,256
Mallorie Waber,New Zealand,85% Dark Bars,2/15/2024,7714.00,106
Wilone O'Kielt,USA,Choco Coated Almonds,2/16/2024,9457.00,6
Beverie Moffet,New Zealand,Organic Choco Syrup,2/17/2024,6678.00,226
Gunar Cockshoot,UK,50% Dark Bites,2/18/2024,2107.00,121
Marney O'Breen,USA,Raspberry Choco,2/19/2024,6069.00,151
Jehu Rudeforth,UK,White Choc,2/20/2024,1862.00,284
Jehu Rudeforth,New Zealand,85% Dark Bars,2/21/2024,6972.00,89
Dotty Strutley,USA,85% Dark Bars,2/22/2024,10220.00,508
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2/23/2024,3969.00,243
Curtice Advani,India,Manuka Honey Choco,2/24/2024,1547.00,170
Mallorie Waber,USA,Peanut Butter Cubes,2/25/2024,1162.00,18
Van Tuxwell,Canada,Peanut Butter Cubes,2/26/2024,6342.00,282
Kelci Walkden,New Zealand,Smooth Sliky Salty,2/27/2024,10633.00,277
Rafaelita Blaksland,USA,Smooth Sliky Salty,2/28/2024,15057.00,212
Rafaelita Blaksland,USA,White Choc,2/29/2024,4704.00,126
Roddy Speechley,Canada,Smooth Sliky Salty,3/1/2024,9338.00,11
Curtice Advani,New Zealand,After Nines,3/2/2024,7959.00,30
Camilla Castle,India,85% Dark Bars,3/3/2024,9023.00,51
Ches Bonnell,USA,Choco Coated Almonds,3/4/2024,14525.00,92
Marney O'Breen,Australia,Baker's Choco Chips,3/5/2024,5810.00,101
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,3/6/2024,6426.00,98
Kaine Padly,Australia,Mint Chip Choco,3/7/2024,4403.00,159
Camilla Castle,New Zealand,Peanut Butter Cubes,3/8/2024,1582.00,62
Curtice Advani,Canada,Organic Choco Syrup,3/9/2024,791.00,22
Jan Morforth,India,99% Dark & Pure,3/10/2024,9100.00,187
Rafaelita Blaksland,Canada,Drinking Coco,3/11/2024,9884.00,200
Jan Morforth,UK,Orange Choco,3/12/2024,3780.00,201
Barr Faughny,New Zealand,50% Dark Bites,3/13/2024,4557.00,308
Curtice Advani,Australia,Eclairs,3/14/2024,5796.00,55
Jan Morforth,India,Caramel Stuffed Bars,3/15/2024,84.00,153
Andria Kimpton,UK,White Choc,3/16/2024,9037.00,101
Camilla Castle,New Zealand,Raspberry Choco,3/17/2024,4746.00,137
Madelene Upcott,Australia,Orange Choco,3/18/2024,6713.00,398
Roddy Speechley,Canada,Eclairs,3/19/2024,6237.00,88
Karlen McCaffrey,India,White Choc,3/20/2024,7483.00,232
Wilone O'Kielt,India,Mint Chip Choco,3/21/2024,1309.00,51
Andria Kimpton,UK,99% Dark & Pure,3/22/2024,1155.00,66
Marney O'Breen,UK,50% Dark Bites,3/23/2024,2989.00,124
Ches Bonnell,India,Choco Coated Almonds,3/24/2024,9625.00,78
Madelene Upcott,UK,Raspberry Choco,3/25/2024,7357.00,341
Wilone O'Kielt,Australia,50% Dark Bites,3/26/2024,10031.00,114
Gigi Bohling,Canada,White Choc,3/27/2024,6587.00,4
Wilone O'Kielt,New Zealand,Eclairs,3/28/2024,3311.00,22
Brien Boise,UK,Peanut Butter Cubes,3/29/2024,15330.00,30
Roddy Speechley,UK,Baker's Choco Chips,3/30/2024,14028.00,351
Karlen McCaffrey,Australia,50% Dark Bites,3/31/2024,6678.00,708
Marney O'Breen,New Zealand,Organic Choco Syrup,4/1/2024,8624.00,50
Jan Morforth,UK,Organic Choco Syrup,4/2/2024,1197.00,356
Rafaelita Blaksland,Canada,Fruit & Nut Bars,4/3/2024,483.00,185
Ches Bonnell,UK,Choco Coated Almonds,4/4/2024,1687.00,236
Gunar Cockshoot,Canada,Almond Choco,4/5/2024,1309.00,30
Husein Augar,USA,99% Dark & Pure,4/6/2024,9534.00,111
Dennison Crosswaite,Canada,Mint Chip Choco,4/7/2024,1694.00,289
Brien Boise,UK,Manuka Honey Choco,4/8/2024,70.00,103
Van Tuxwell,UK,Baker's Choco Chips,4/9/2024,2443.00,20
Barr Faughny,Australia,Caramel Stuffed Bars,4/10/2024,2933.00,55
Dennison Crosswaite,USA,Eclairs,4/11/2024,2044.00,90
Gigi Bohling,Australia,Raspberry Choco,4/12/2024,6524.00,303
Dennison Crosswaite,USA,Organic Choco Syrup,4/13/2024,12656.00,126
Beverie Moffet,Canada,Orange Choco,4/14/2024,8722.00,109
Mallorie Waber,Australia,Choco Coated Almonds,4/15/2024,15750.00,92
Ches Bonnell,India,Caramel Stuffed Bars,4/16/2024,6839.00,56
Van Tuxwell,Canada,50% Dark Bites,4/17/2024,13685.00,58
Kelci Walkden,New Zealand,Baker's Choco Chips,4/18/2024,2912.00,110
